common_name,synonym
Avarengo,riondosca
Avarengo,riundasca
Avarengo,rondasca
Avesso,and borral
Avesso,avesso
Avesso,bornal
Avesso,bornao
Avesso,borracal branco
Avgoustiatis,avgoustella
Avgoustiatis,avgoustiatis
Avgoustiatis,aygoustiates
Azal branco,and pinheira
Azal branco,asal branco
Azal branco,asal da lixa
Azal branco,azal bianco
Azal branco,azal branco
Azal branco,azal da lixa
Azal branco,carvalha
Azal branco,carvalhal
Azal branco,es pinheira
Azal branco,gadelhudo
Băbească albă, băbească albă
Băbească albă,and tsotlyar
Băbească albă,asîl kara
Băbească albă,băbească
Băbească albă,căldărușă
Băbească albă,crăcană
Băbească albă,crăcǎnatǎ
Băbească albă,rară neagră
Băbească albă,răşchirată
Băbească albă,sereksia 
Băbească albă,aldarusa
Băbească albă,asil kara
Băbească albă,babeasca
Băbească albă,babiasca niagra
Băbească albă,babiaska niagra
Băbească albă,bobiaska niagra
Băbească albă,bobyaksa nigra
Băbească albă,bobyaska nyagra
Băbească albă,caldarusa
Băbească albă,chernyi redkii
Băbească albă,chernyl redkyl
Băbească albă,ciornai redchii
Băbească albă,cracana
Băbească albă,cracanata
Băbească albă,crecanate
Băbească albă,goldaroucha
Băbească albă,grossmuttertraube
Băbească albă,hexentraube
Băbească albă,kaouchanskii
Băbească albă,koldaroucha
Băbească albă,koldarusha
Băbească albă,koldursha
Băbească albă,koptchak
Băbească albă,koptchakk
Băbească albă,krekanat
Băbească albă,krekanate
Băbească albă,racanata
Băbească albă,raschirata
Băbească albă,rastopirka
Băbească albă,rastopyrka
Băbească albă,rastrepa
Băbească albă,rastreppa
Băbească albă,rastriopa
Băbească albă,redkyi chernyi
Băbească albă,rekhavo grazdi
Băbească albă,rekhavo grozdi
Băbească albă,rekhavo grozdy
Băbească albă,richkirate
Băbească albă,richkiriata
Băbească albă,riedkym
Băbească albă,rimtsurate
Băbească albă,rimtzourate
Băbească albă,rindsourata
Băbească albă,rishki rate
Băbească albă,rossmuffertraube
Băbească albă,rostopiska
Băbească albă,rostopoveska
Băbească albă,rychkirate
Băbească albă,rymourate
Băbească albă,rympurate
Băbească albă,ryshkirate
Băbească albă,saesser
Băbească albă,sassep
Băbească albă,sasser
Băbească albă,serecsia
Băbească albă,serecsia ciornaia
Băbească albă,serectia
Băbească albă,sereksia
Băbească albă,sereksia chornaya
Băbească albă,sereksiya
Băbească albă,sereksiya chernaya
Băbească albă,sereksiya tschiornaya
Băbească albă,serexia
Băbească albă,serexia noir
Băbească albă,serexia tcheurnaia
Băbească albă,sesser
Băbească albă,stropaty
Băbească albă,stropatyi
Băbească albă,tchernyi redkii
Băbească albă,tcheurny redky
Băbească albă,timofeevka
Băbească albă,tsotler
Băbească neagră,băbească neagră
Băbească neagră,bobyaska nyaqra
Băbească neagră,cerniy redkiy
Băbească neagră,chernyj redkij
Băbească neagră,ciornii redchii
Băbească neagră,coldarusha
Băbească neagră,copuiac
Băbească neagră,crecanat
Băbească neagră,gara serektsiya
Băbească neagră,gara serexia
Băbească neagră,koldarusa
Băbească neagră,loose black grape
Băbească neagră,neagra rara
Băbească neagră,niagra rara
Băbească neagră,nyagra rara
Băbească neagră,poama rara neagra
Băbească neagră,poma rara niagra
Băbească neagră,poma rara nyagra
Băbească neagră,qara dereksiya
Băbească neagră,ramturata
Băbească neagră,rara neagra
Băbească neagră,rara negra moldarsky
Băbească neagră,rara niagra
Băbească neagră,rara nyagra
Băbească neagră,rara nyaqra
Băbească neagră,raraneagra
Băbească neagră,rastoparca
Băbească neagră,rexavo grozdi
Băbească neagră,rimpurate
Băbească neagră,rishky rate
Băbească neagră,riski rate
Băbească neagră,serectia ciornaia
Băbească neagră,serekcia tcheurnaia
Băbească neagră,serektsiya
Băbească neagră,serescia
Băbească neagră,stropatai
Băbească neagră,stropatny
Băbească neagră,stropatnyj
Băbească neagră,totlear
Băbească neagră,tsotlyar
Băbească neagră,aldarusa
Băbească neagră,asil kara
Băbească neagră,babeasca
Băbească neagră,babiasca niagra
Băbească neagră,babiaska niagra
Băbească neagră,bobiaska niagra
Băbească neagră,bobyaksa nigra
Băbească neagră,bobyaska nyagra
Băbească neagră,caldarusa
Băbească neagră,chernyi redkii
Băbească neagră,chernyl redkyl
Băbească neagră,ciornai redchii
Băbească neagră,cracana
Băbească neagră,cracanata
Băbească neagră,crecanate
Băbească neagră,goldaroucha
Băbească neagră,grossmuttertraube
Băbească neagră,hexentraube
Băbească neagră,kaouchanskii
Băbească neagră,koldaroucha
Băbească neagră,koldarusha
Băbească neagră,koldursha
Băbească neagră,koptchak
Băbească neagră,koptchakk
Băbească neagră,krekanat
Băbească neagră,krekanate
Băbească neagră,racanata
Băbească neagră,raschirata
Băbească neagră,rastopirka
Băbească neagră,rastopyrka
Băbească neagră,rastrepa
Băbească neagră,rastreppa
Băbească neagră,rastriopa
Băbească neagră,redkyi chernyi
Băbească neagră,rekhavo grazdi
Băbească neagră,rekhavo grozdi
Băbească neagră,rekhavo grozdy
Băbească neagră,richkirate
Băbească neagră,richkiriata
Băbească neagră,riedkym
Băbească neagră,rimtsurate
Băbească neagră,rimtzourate
Băbească neagră,rindsourata
Băbească neagră,rishki rate
Băbească neagră,rossmuffertraube
Băbească neagră,rostopiska
Băbească neagră,rostopoveska
Băbească neagră,rychkirate
Băbească neagră,rymourate
Băbească neagră,rympurate
Băbească neagră,ryshkirate
Băbească neagră,saesser
Băbească neagră,sassep
Băbească neagră,sasser
Băbească neagră,serecsia
Băbească neagră,serecsia ciornaia
Băbească neagră,serectia
Băbească neagră,sereksia
Băbească neagră,sereksia chornaya
Băbească neagră,sereksiya
Băbească neagră,sereksiya chernaya
Băbească neagră,sereksiya tschiornaya
Băbească neagră,serexia
Băbească neagră,serexia noir
Băbească neagră,serexia tcheurnaia
Băbească neagră,sesser
Băbească neagră,stropaty
Băbească neagră,stropatyi
Băbească neagră,tchernyi redkii
Băbească neagră,tcheurny redky
Băbească neagră,timofeevka
Băbească neagră,tsotler
Babić,babcevica
Babić,babić
Babić,babic crni
Babić,babic mali
Babić,babic pivati
Babić,babic pluskavi
Babić,babic veliki
Babić,babica crna
Babić,babica crni
Babić,babica gresljivka crni
Babić,babica mala
Babić,babica velika
Babić,babicevic
Babić,babicevica
Babić,babika
Babić,babika vela
Babić,babina
Babić,babinka
Babić,babinka vela
Babić,babitch
Babić,babitza
Babić,babytch
Babić,crnac rani
Babić,crnac rani a sibenik
Babić,divljak a zadar
Babić,grastavac
Babić,gresljivka
Babić,pazanin
Babić,resljivka
Babić,rogoznicanin
Babić,rogoznicka
Babić,roguljanac
Babić,roguljanak a sibenik
Babić,shibenchanatz
Babić,sibencanac
Babić,sibencanac a zadar
Bacchus,bacchus weiss
Bacchus,frühe scheurebe
Bacchus,geilweilerhof 33-29-133 and gf. 33-29-133
Bacchus,weisser bacchus
Bachet Noir,bachet
Bachet Noir,bachet noir
Bachet Noir,bachey
Bachet Noir,francois
Bachet Noir,francois noir de bar-sur-aube
Bachet Noir,gris bachet
Bachet Noir,francois noir
Baco blanc,22 a baco
Baco blanc,and piquepoul de pays
Baco blanc,baco 22 a
Baco blanc,baco 22-a
Baco blanc,baco 221
Baco blanc,baco blanc
Baco blanc,maurice baco
Baco Noir,baco
Baco Noir,baco negru
Baco Noir,baco noir
Baco Noir,bacoi
Baco Noir,bago
Baco Noir,bako noar
Baco Noir,bako sieiski
Baco Noir,bako speiskii
Baco Noir,bakon
Baco Noir,frybert
Baco Noir,wolfschlugen
Baga,baga de louro
Baga,bagrina crvena
Baga,baguinha
Baga,bairrado tinta
Baga,baya
Baga,carrasquenho
Baga,carrega burros
Baga,goncalveira
Baga,paga divida
Baga,paga dividas
Baga,poeirinha
Baga,poeirinho
Baga,povolide
Baga,preiinho
Baga,pretinho
Baga,preto rifete
Baga,rifete
Baga,rosete
Baga,tinta bairrada
Baga,tinta bairradina
Baga,tinta da bairrada
Baga,tinta de baga
Baga,baga
Baga,bairrada
Baga,morete
Baga,moreto
Baga,tinta fina
Balzac blanc,balzac blanc
Balzac blanc,balzard blanc
Balzac blanc,balzat
Balzac blanc,blanc limousin
Balzac blanc,chigne
Balzac blanc,dressiere
Balzac blanc,limousin blanc
Balzac blanc,margnac blanc
Balzac blanc,plant de saint jean and ressière
Banat Riesling, banat rizling
Banat Riesling,banat riesling 
Baratuciat,baratuciat
Baratuciat,bertauciat and bertacucià
Barbera,barber a raspo rosso
Barbera,barbera
Barbera,barbera a peduncolo rosso
Barbera,barbera a peduncolo verde
Barbera,barbera a raspo verde
Barbera,barbera amaro
Barbera,barbera crna
Barbera,barbera d'asti
Barbera,barbera dolce
Barbera,barbera fina
Barbera,barbera forte
Barbera,barbera grossa
Barbera,barbera mercantile
Barbera,barbera monferrato
Barbera,barbera nera
Barbera,barbera nostrana
Barbera,barbera riccia
Barbera,barbera rissa
Barbera,barbera rosa
Barbera,barbera vera
Barbera,barberone
Barbera,besagno
Barbera,cosses barbusen
Barbera,gaietto
Barbera,lombardesca
Barbera,ughetta
Barbera bianca,barbera bianca
Barbera bianca,bertolino
Barbera bianca,bertoulin
Barbera bianca,caria l'aso
Barbera bianca,lardera
Barbera bianca,lardera bianca
Barbera bianca,lardera delle langhe
Barbera bianca,martinella
Barbera bianca,martinetta
Barbera bianca,ovata bianca
Barbera bianca,peigein
Barbera bianca,peigin
Barbera bianca,peisin
Barbera bianca,peisìn
Barbera bianca,poisino and uva ovata
Barbera bianca,poison bianco
Barbera del Sannio,barbera del sannio
Barbera Sarda,barbera sarda
Barcelo,barcelo
Bariadorgia,bariadorgia bianca
Bariadorgia,barria dorgia
Bariadorgia,barriadorgia
Bariadorgia,barriadorza
Bariadorgia,carcaghjolu biancu
Bariadorgia,carcajolo bianco
Bariadorgia,carcajolo blanc
Bariadorgia,cargajola blanc
Bariadorgia,fragrante
Bariadorgia,gregu bianco
Bariadorgia,variatoghja and verzolina bianca
Bariadorgia,bariadorgia
Bariadorgia,carcajola
Baroque,barake
Baroque,baroca
Baroque,baroke
Baroque,baroque
Baroque,barroque
Baroque,blanc bordelais
Baroque,bordelais blanc
Baroque,claverie blanc
Baroque,escripet folle
Baroque,muscadelle de nates
Baroque,petit bordelais
Baroque,plant bordelais and sable blanc
Baroque,bordelais
Baroque,bordeleza zuria
Baroque,boudales
Baroque,bourdales
Barsaglina,barsaglina
Barsaglina,barsullina
Barsaglina,bersaglina
Barsaglina,massareta
Barsaglina,massaretta
Bastardo Magarach,bastardo magarach
Bastardo Magarach,magarach bastardo
Bastardo Magarachsky,bastard de magaraci
Bastardo Magarachsky,bastard von magaratsch
Bastardo Magarachsky,bastardo magaraca
Bastardo Magarachsky,bastardo magarachskii
Bastardo Magarachsky,bastardo magaratchskii
Bastardo Magarachsky,basztardo magaracsszkij
Bastardo Magarachsky,magaratch
Bastardo Magarachsky,bastardo magarach
Bastardo Magarachsky,bastardo magarachsky
Bastardo Magarachsky,magarach bastardo
Beaunoir,beau noir
Beaunoir,beaunoir
Beaunoir,beaunoire
Beaunoir,cep gris
Beaunoir,co gris
Beaunoir,mourillon
Beaunoir,pinot d'ai
Beaunoir,pinot d'ailly
Beaunoir,pinot d'orleans
Beaunoir,seau gris
Beaunoir,sogris
Béclan,baccalan
Béclan,baclan
Béclan,baclans
Béclan,becclan
Béclan,béclan
Béclan,beclan petit
Béclan,beikian
Béclan,beitrian
Béclan,durau
Béclan,dureau
Béclan,duret
Béclan,margillin petit
Béclan,petit beclan
Béclan,petit dureau
Béclan,petit margillin
Béclan,rousette noire
Béclan,saunoir
Béclan,saut noir
Béclan,sceau noir
Béclan,seaut noir
Béclan,suessschwarz
Beichun,bei chun
Beichun,beichun
Bekari,bekari
Bekari,bekaro
Bekari,mbekari mavro
Bekari,mbekaro
Bekari,mpekari
Bekari,mpekari mavro
Bekari,mpekaro
Belat,belat
Belina,belina
Benedino,benedino
Béquignol Noir,balouzat
Béquignol Noir,bequignaou
Béquignol Noir,béquignol noir
Béquignol Noir,bequin rouge
Béquignol Noir,blanc fer
Béquignol Noir,camerouge
Béquignol Noir,chalosse noir
Béquignol Noir,chausse
Béquignol Noir,chausset
Béquignol Noir,egrenant
Béquignol Noir,embalouzat
Béquignol Noir,enrageat rouge
Béquignol Noir,jurancon
Béquignol Noir,mancais noir
Béquignol Noir,maouron
Béquignol Noir,mauron
Béquignol Noir,micardeau
Béquignol Noir,negrotte
Béquignol Noir,noir cimrah
Béquignol Noir,noir de cimrah
Béquignol Noir,noir de valin
Béquignol Noir,plant de dissay
Béquignol Noir,prunalet
Béquignol Noir,raboso piave
Béquignol Noir,sencit gris
Béquignol Noir,bouton blanc
Béquignol Noir,breton
Béquignol Noir,chalosse noire
Béquignol Noir,petit fer
Besgano bianco,besgano
Besgano bianco,besgano bianca
Besgano bianco,besgano bianco
Besgano bianco,bianco di bobbio
Besgano bianco,gragnolato blanco
Besgano bianco,grangnolo bianco
Besgano bianco,grignola
Besgano bianco,grignolato bianco
Besgano bianco,grignolino bianco
Besgano bianco,grignolo
Besgano bianco,grignolo bianco
Besgano bianco,grignolo bianco di san colombano
Besgano bianco,san colombano piccolo and uva di milano
Besgano bianco,colombana bianca
Bia blanc,bear
Bia blanc,beard and biard
Bia blanc,bia blanc
Bianca,biahka
Bianca,bianka
Bianca,ec 40
Bianca,ecs 40
Bianca,egri csillagok 40 and may rot
Bianca,bianca
Biancame, bianchello
Biancame,biancame 
Biancame,malvasia di sardegna
Biancame,trebbiano toscano and albana
Bianchetta Trevigiana,bianca gentile di fonzaso
Bianchetta Trevigiana,bianchetta gentile
Bianchetta Trevigiana,bianchetta semplice
Bianchetta Trevigiana,bianchetta trevigiana
Bianchetta Trevigiana,bianco vernanzinaj
Bianchetta Trevigiana,cenese
Bianchetta Trevigiana,pavana bianca
Bianchetta Trevigiana,pignolo bianco
Bianchetta Trevigiana,senese
Bianchetta Trevigiana,uva cinese
Bianchetta Trevigiana,vernaccia di verona
Bianchetta Trevigiana,vernaccia trentina
Bianchetta Trevigiana,vernanzina
Bianchetta Trevigiana,vernassina
Bianchetta Trevigiana,vernazza
Bianchetta Trevigiana,vernazza trentina
Bianchetta Trevigiana,vernazzina
Bianchetta Trevigiana,weisser vernatch and weissvernatsch
Bianchetta Trevigiana,bianchetta
Bianchetta Trevigiana,vernaccia
Bianchetti Genovese,bianchetti genovese
Bianco d'Alessano,acchiappapalmento
Bianco d'Alessano,achiappapalmento
Bianco d'Alessano,bianco d'alessano
Bianco d'Alessano,bianco d'assano
Bianco d'Alessano,bianco di latiano
Bianco d'Alessano,bianco di lessame
Bianco d'Alessano,bianco di palmento
Bianco d'Alessano,bianco di valdigna
Bianco d'Alessano,iuvarello
Bianco d'Alessano,verdurino and vuiono
Bianco d'Alessano,butta palmento
Biancolella,bianca tera
Biancolella,biancolella
Biancolella,biancolella selvatica
Biancolella,biancolella veraca
Biancolella,biancolella verace
Biancolella,biancolillo
Biancolella,bianculella
Biancolella,bianculellu
Biancolella,ianculella
Biancolella,ianculillo
Biancolella,jancolella
Biancolella,janculella
Biancolella,janculillo
Biancolella,petite blance and petite blanche
Biancolella,bianca
Biancone di Portoferraio,biancona
Biancone di Portoferraio,biancone blanc
Biancone di Portoferraio,biancone di portoferraio
Biancone di Portoferraio,corcesco
Biancone di Portoferraio,folle verte d'oleron
Biancone di Portoferraio,pagadebiti di porto s. stefano
Biancone di Portoferraio,pagadebiti di porto san stefano and uva bianca
Biancone di Portoferraio,biancone
Biancu Gentile,biancu gentile
Biborkadarka,bibor kadarka
Biborkadarka,biborkadarka
Biborkadarka,biborkadarsa
Bical, borrado das moscas
Bical,and pintado dos pardais
Bical,arinto de alcobaça
Bical,barrado das moscas
Bical,bical 
Bical,bical de bairrada
Bical,borrado das moscas
Bical,pintado das moscas
Bigolona,bigolara
Bigolona,bigolona
Bigolona,bigolona bianca
Bigolona,bigolona veronese
Bigolona,sampagna and smarzirola
Black Queen,black queen
Black Queen,pok dum
Black Queen,pokdum
Blatina,blarina velika prarnobacva
Blatina,blathina
Blatina,blatina
Blatina,blatina black
Blatina,blatina blaue
Blatina,blatina crna
Blatina,blatina hercegovacka
Blatina,blatina mala
Blatina,blatina nera
Blatina,blatina noir
Blatina,blatina noire
Blatina,blatina velika
Blatina,blatyna
Blatina,praznobacva
Blatina,praznobatchva
Blatina,stara zilavka
Blatina,tribidrag
Blatina,tribirad
Blatina,trzhbii drak
Blatina,zilavka stara
Blatina,zlorod
Blatterle,bianchetto de verzuolo
Blatterle,blaterle
Blatterle,blatterl and platterle
Blatterle,blatterle
Blauburger,blauburger
Blauburger,klosterneuburg
Blauer Wildbacher,blauer greutler
Blauer Wildbacher,blauer kracher
Blauer Wildbacher,dioljak
Blauer Wildbacher,divljak
Blauer Wildbacher,echter blauer wildbacher
Blauer Wildbacher,echter wildbacher blau
Blauer Wildbacher,fruehblauer wildbacher
Blauer Wildbacher,graeutler
Blauer Wildbacher,graeutler blauer
Blauer Wildbacher,grosser mauserl
Blauer Wildbacher,grosses mauserl
Blauer Wildbacher,gutblaue
Blauer Wildbacher,kauka schlechte
Blauer Wildbacher,kleinblaue
Blauer Wildbacher,kracher blauer
Blauer Wildbacher,kraeutler blau
Blauer Wildbacher,mali zherni
Blauer Wildbacher,maslerl
Blauer Wildbacher,mauserl
Blauer Wildbacher,mauserl grosses
Blauer Wildbacher,pticnik crni
Blauer Wildbacher,ptinik crni
Blauer Wildbacher,schilcher
Blauer Wildbacher,schilchertraube
Blauer Wildbacher,schillertraube
Blauer Wildbacher,schlechte kauka
Blauer Wildbacher,schlehenolauer wildbacher
Blauer Wildbacher,spaete blauer wildbacher
Blauer Wildbacher,tizhnik
Blauer Wildbacher,vildbasske
Blauer Wildbacher,vranek
Blauer Wildbacher,wildbacher blau
Blauer Wildbacher,blauer wildbacher
Blauer Wildbacher,fruehblaue
Blauer Wildbacher,vranac
Blauer Wildbacher,wildbacher
Boais,boais
Boal, boal
Boal,bual 
Bobal,balau
Bobal,balauro
Bobal,benicarlo
Bobal,bobal
Bobal,bobal noir
Bobal,bobos
Bobal,carignan d'espagne
Bobal,carignan d'espagne a fronton
Bobal,carignan espagnol
Bobal,coreana
Bobal,folle blanche du minervois
Bobal,moravio
Bobal,pobreton
Bobal,provechon
Bobal,rageno
Bobal,rajeno
Bobal,requena
Bobal,requenera
Bobal,requeno
Bobal,terret d'espagna
Bobal,terret d'espagne
Bobal,tinto de requena
Bobal,tinto de zurra
Bobal,tonto de zurra
Bobal,valenciana tinto
Bobal,boal
Bobal,espagnol
Bobal,tinta madrid
Bobal,valenciana
Bobal,valenciana tinta
Bobal,vinate
Boğazkere,boğazkere
Boğazkere,saraplik siyah
Boğazkere,siyah saraplik
Bogdanuša,and vrbanjska
Bogdanuša,bogdanoucha
Bogdanuša,bogdanuša
Bogdanuša,bogdanuša bijela
Bogdanuša,bogdanuša mala
Bogdanuša,bogdanuša vela
Bogdanuša,bogdanuša vela mladinka
Bogdanuša,bojadanuša
Bogdanuša,bojdanuša
Bogdanuša,mladeinka
Bogdanuša,vrbanjka
Bombino bianco,abondante
Bombino bianco,and zapponara bianca
Bombino bianco,bambino peloso gentile
Bombino bianco,bammino
Bombino bianco,banjac
Bombino bianco,bilana
Bombino bianco,bobbino
Bombino bianco,bombino bianco
Bombino bianco,bommino
Bombino bianco,bonvino
Bombino bianco,bonvino bianco
Bombino bianco,buon vino
Bombino bianco,buonvino bianco
Bombino bianco,butta pezzente
Bombino bianco,buttspezzante
Bombino bianco,calatammurro
Bombino bianco,calpolese
Bombino bianco,camblese
Bombino bianco,campanile
Bombino bianco,campolese
Bombino bianco,campolese camplese
Bombino bianco,campolese chiuso
Bombino bianco,campolese scinciaro
Bombino bianco,campolese sciniato
Bombino bianco,carapa
Bombino bianco,castella
Bombino bianco,cola tamburo
Bombino bianco,colatammurro
Bombino bianco,debit veliki
Bombino bianco,donnee
Bombino bianco,marese
Bombino bianco,ottenese
Bombino bianco,ottonese
Bombino bianco,pagadebiti
Bombino bianco,poulzhinatz
Bombino bianco,pulizanac
Bombino bianco,puljizanac
Bombino bianco,ripona
Bombino bianco,scacciadebiti
Bombino bianco,schiacciadebiti
Bombino bianco,straccia cambiale
Bombino bianco,strappa cambiale
Bombino bianco,tivolese bianco
Bombino bianco,trebbiano abruzzese
Bombino bianco,trebbiano bianco di chieti
Bombino bianco,trebbiano campolese
Bombino bianco,trebbiano d'abruzzo
Bombino bianco,trebbiano d'ora
Bombino bianco,trebbiano d'oro
Bombino bianco,trebbiano di abruzzo
Bombino bianco,trebbiano di avezzano
Bombino bianco,trebbiano di macerata
Bombino bianco,trebbiano di teramo
Bombino bianco,trebbiano dorato di teramo
Bombino bianco,trivolese
Bombino bianco,uva castellana
Bombino bianco,uva da un osso
Bombino bianco,uva romana
Bombino bianco,bambino
Bombino bianco,butta palmento
Bombino bianco,cococciola
Bombino bianco,debit
